tweet_id,tweet_text
1460615063958663173,"@ClaireGodsall @JanetSm65426256 @NotthatSuzanne @piersmorgan As I said to Suzanne, I’m a thalidomide survivor so I’m very very aware of the dangers of drugs. But the Covid  vaccines are just that, vaccines. There’s no evidence that babies are being born affected. And there have been many born now to women who have had the vax."
1460611999616966663,PEI Covid-19 Briefing today. 11:30am. #peicovid19
1460608305315864576,"They’re tolerating the Covid bullshit and no one seems to mind. My guess, Canadians don’t care and they’re willing to bend over on this, too.  This Canadian is not! https://t.co/Nce86lPP8I"
1460607442845376525,"@JennIsCurious @StrongFree67 @WestJet All airlines will require proof of vaccination, effective November 30."
1460604056301416450,@MacKayJennifer @tarynalgrant @nsgov @TimHoustonNS Mainstream religions all support vaccination.
1460599974710939653,@Billius27 … and we have a significantly higher vaccination rate
1460598527910895623,@claringtontruth @coopSpeak @rjlions1985 @CityNewsTO You made up that stat. Most nurses are vaccinated. Around 2% are unvaccinated. There is a nursing shortage because they are under paid understaffed and over worked. https://t.co/XWNhiz6GVi https://t.co/TU8iSLEAQZ
1460592402297602048,"Thank goodness Covid is going back to bed at 12 again, pisstake to think it was staying up passed it’s bed time 💪🏻"
1460592324711432194,@MariaOliviero11 That is absolute ignorant rubbish! After all this time spent dealing with Covid the people who are supposed to know better think Xmas Trees will spread the virus?
1460591324487614464,"@Boghuma @ryanlcooper It's particularly ridiculous to let vaccine doses expire unused because the wealthy countries will also suffer with more COVID still out in circulation, spreading and mutating. We're all better off if every possibly usage dose is indeed used to inoculate somebody somewhere!"
1460591163891752960,"@maddyeisenberg @cmckenney I am so sorry that this brings up those feelings for you!  I think what this is saying is that “they” are calling the Government Nazis because of how it is managing the Vaccine rollout, and COVID Protocols."
1460588732692766720,"@NeverNotDebbie Read your tweet as I was leaving the landfill. Dropped into Single Parents, but since COVID, it’s closed to public. So they’re not accepting donations.  I’ll try some community groups. Thanks"
1460584962046918661,"TW : Digital divide adds to multi-speed recovery from coronavirus finds EBRD: Businesses and those working for them have to adapt, and we have to bridge the digital divide to avoid social exclusion. Many EBRD countries risk failing to make the most of… https://t.co/Qi8LG0meJ3 https://t.co/9ySajfJIM8"
1460584828408143881,"My suggestion for @AudreyGordonMB , ""the minister of outside the box"" that she come up with some "" boxes"" to mitigate the Covid spread in SH/SS."
1460583650995621889,"At one time if you wanted a shot for the COVID-19 vaccine, you had to book it in advance and go to a government run ""clinic"" to get it done. I am eligible for my third ""booster"" shot on Monday, December 20th and yesterday the drug store told me they will have plenty. #PfrizerShot https://t.co/cwkIxT45G6"
1460581768763949058,"@bruce_arthur It's possible vaccine mandates / passports are meaningless when vaccinated people can get and spread Covid, same as the unvaccinated."
1460577885169856512,NYTimes https://t.co/1IgAQ1z9GZ
1460574762292367365,"Here’s a contrast. In Florida they just held a multi-day music festival with capacity of over 500k people. Florida’s positive rate for COVID is less than 3% and dropping.   In Canada, the best advice we get is to use a glory hole and open our windows occasionally.   @CPHO_Canada"
1460573881421516805,"@Ejopulp Feeling fine today. Lots of people have no reaction but also lots react to vaccine shots like the flu or COVID vaccinations. It is a sign your immune system is working. I had no reaction after first, a little tired after 2nd &amp; super tired after booster. All good now &amp; protected"
1460570316607000576,Still ZERO walk in COVID 19 testing sites in downtown Ottawa? I don't have a car. And the transit system y'all boondoggled has been down for two months 😒  @JimWatsonOttawa @fordnation
1460568021571969026,It’s #testingtuesday!  With cases on the rise in HRM it’s a good idea to get an asymptomatic COVID-19 rapid test (no matter what your vaccination status is)  Testing is available today at @hfxconventions and Alderney Gate Building. We also have take-home test kits! #testtoprotect https://t.co/bdQ9w6AN2t
1460563912517107715,Childhood #COVIDvaccination is a pathway out of the pandemic and parents should embrace it /via @picardonhealth @globeandmail https://t.co/VlPKwwB4Ib
1460563751883755527,"I think it's safe to say that COVID has ""threw a wrench"" into everything. For me, it was about getting the hell out of our cold Canadian winter. I actually had a radio gig lined up in Melbourne, Australia just before the pandemic and another one in Cairo, Egypt. #StillDreaming https://t.co/1w4zgnC9wI"
1460555510911057921,"@FriendlyTopGuy @OrvilleLloyd @TennisTV @felixtennis But a lot of players last year had excellent race rankings including FAA, Raonic and Shapovalov but they did not rise as high in the official rankings due to COVID rules so that was not fair either. Rankings should look more ""legitimate"" starting in January hopefully"
1460521725691629572,@thedeanpodcast The science of climate &amp; covid keeps changing but you wouldn't know in Canada because PMO experts define the science provided to the public by our media.
1460493409903267845,"@Kathy_Talks I am asking why those in the “us” (you for example) fully endorse the blatantly exclusionary &amp; punitive (dismissal, no travel, no entrance) pogrom that includes “me”. I have had Covid and therefore am in no danger of spreading Covid unlike your double-vaccinated “us” citizens."
1460489947517833220,"Fighting Stigma: Europe braces for another coronavirus winter with ICU staff at the limit: But the same can't be said of front-line health staff. ... In Ireland, around 3,000 doctors left the country between 2016 and 2020 to take up ... https://t.co/Amh8X21yas"
1460488661892354056,@ProFootballTalk Covid
1460488526315896834,"3rd time’s a charm?  I’ve previously had to cancel travel plans twice due to Covid, to attend the Diving Deep: HMS Invincible 1744 Exhibition in the UK…  Flight is once again booked and I’ll be in the Portsmouth area the week of February 7 to visit  Friends,🤞for me please😃 https://t.co/YVVVHZJyli"
1460474530439184391,"Back by popular demand ….. or just post COVID shutdown overall; a way for the Island soccer groups to acknowledge individuals/teams/clubs on doing  special things. 1st FOW - Gorge FC, fresh from induction into @1BCSoccer #HallOfFame - Congrats to all involved with the Club! https://t.co/TJTRZFmJs8"
1460473496920723456,"Emergency management (PIO main role, have filled all management roles in EOC): 2003 ice jam NS, 2003 floods NS, 2008 &amp; 2009 wildfires NS, 2008 &amp; 2009 hurricanes NS, 2009 H1N1 NS, 2013 floods AB, 2020-21 COVID-19, 2017, 2018, 2021 wildfires BC, 2018, 2020 landslides and floods BC"
1460472467630157824,"Massive shoutout to @onesoccer &amp; @thevoyageurs teaming up for another great matchday-eve get together. Unfortunate that covid regulations didn't allow this in Toronto for earlier games, but I'm excited for what future home games this campaign can bring as we get back to 'normal'"
1460472155993296903,@SteveSaretsky Covid came around at the rite time didnt it? US budget def down 50% y o y. Cant let that happen. Compare notes in 18 months. No infrastructure will have started. Will bog down in enviro challenges.
1460468613421350917,"Fire Kenny.  Seems the CUPE is after him,  not sure their stance on Covid mandates although they do seem upset about firing health workers and teachers.  https://t.co/EYCYijnB15"
1460465013194297345,@DrGRuralMD She got to go watch the Winnipeg Jets practice today She was dx'd last year with a SPEN tumour She was excited to go today. She has her covid vax card and we got our flu shots last week. I have to get a prescription for shingles &amp; pneumonia vax as I tuned 50 in July. https://t.co/P1ppt45B8f
1460464522284744707,@ItsFleeceKing I’ll be satisfied with a regular Mime Jr just to fill that hole. Was supposed to go to Europe summer 2020 but covid. https://t.co/QnmuqAfiFR
1460462017861541891,"The Vet says, enjoy the time we have. However, when I know we are on borrowed time, how can I enjoy it? The best thing about Covid time, is Senior Dog time. I shut my  Chromebook and take him for long walks and lunch breaks are for listening to his heart beat. Medicine. https://t.co/8Jx4BrGxLt"
1460461740081115140,Control de covid??🤪🤪🤪🤪Where??🙄🙄🙄 https://t.co/vmg2qadJ6h
1460461515136552960,I still have my Quebec vaccination card from when I was a kid 🤣
1460454996961644546,"Covid 19 is not a Vaccine. It's Gene Therapy. Big difference... The biggest one being, is what they've been doing... Manipulating your DNA. This is all experimental... A Frankenstein Scientists dream. The Universe's biggest Petrie dish! Earth! Whoever is behind all this is sick!"
1460454324455153667,A CDC official was forced to admit they have 'no records' of ANY patients being reinfected with Covid-19 after naturally recovering - advancing the view that natural immunity is truly the best way to defend against the virus. https://t.co/9FUnWfmTOs
