tweet_id,tweet_text,topic,sentiment
1.46088E+18,@vCqMy1oLVB   ItÉ??s so sad ???? that people often have to block users for talking ???ú about COVID  I just donÉ??t know why these people have to be so rude maybe ???? I should tell the Better Business ????É?ç???¨ Bureau about this issue with harassment on Twitter according to my supervisor at work https://t.co/etFl1lt099,,
1.46088E+18,@vCqMy1oLVB   This person blocked me on Twitter all because I talked ???ú about COVID-19 Virus ???ˇ and I wasnÉ??t harassing this person in any sort of way and I was talking ???ú about the benefits of porn and masturbation on the immune system and I was being consensual Éù?ã?è https://t.co/85ZYZFwqbK,,
1.46088E+18,@jacksonianinfla Clearly climate change and/or long COVID ????,,
1.46086E+18,"They did so well. Why risk everything by allowing Auklanders to travel?? ""Easing of New Zealand Covid rules could lead to summer crisis, experts warn"" https://t.co/MzfpXoRUSK",,
1.46086E+18,@RockyMtnView @KeepsAtIt @impinkestgirl @Ldogls @kristyshl @CartistNy @GreatTammie @gojoe_joe @politiolyc @zazzybritches @lizwonders1 @62WalterP @BonJS0370 @bobbiejaneV @GDThor1 @nahlaw @Sirdemby @RUSeriousIsBack @MarciaBunney @poppij @blues679 @CirclesSpinning @CygnusInVesper @TilghmanChris @RegVickers @StaryStaryNlght @MusicIsTheory @Ezim79 @Saline_tRick @HondoResists @doug_in_nc @TJNugent520 @yolalindayola @keriRN @CunningSq16 @vaato5455 @BlueSwede2000 @MairScott3 @MFrance923 @OklahomaPatrio1 @yoly54128913 @bettypge69 @sugar1420 @patricia_millin @BlueWave_resist @Cha51brolll19 @McGeezer70 TheyÉ??re rescinding the requirement for a CoVid test to get back into Canada ???????? if you have to travel through the USA ???ß???? to get home.,,
1.46086E+18,Know exactly who your dealing with!  #Arcane #Binance #etherium #CryptoNews #cryptotrading #blockchain #cryptocurrency #DeFi #torontocompanion #Toronto #Drake #RedNotice #HouseOfGucci #SpiderManNoWayHomeTrailer #ProtectTheKids #Covid_19 #WWENXT #Universe https://t.co/kFSTM2tGcG,,
1.46086E+18,COVID-Positive Republican Senator Charged for Inappropriately Grabbing Nurse https://t.co/NKZd2cmROl via @thedailybeast,,
1.46086E+18,"@j_mcelroy I laugh at the irony that in the midst of decades of concern over personal data &amp; privacy layered by Covid protocols, customers are yelling out their phone numbers from behind masks to be heard thru plexiglass to get their points at checkouts",,
1.46086E+18,@FoxNews So it is now called Breakthrough Covid-19...OK,,
1.46085E+18,Some fpl games https://t.co/IsGVqCFCEr  Might have to dip were having the worst flood in awhile where I live lol  Covid Wild fires Floods The holy Trinity,,
1.46085E+18,"""Pfizer CEOÉ??s wife is alive and she did not experience COVID-19 vaccine complications, fact-checkers say""  https://t.co/VuHk7nSC5M",,
1.46085E+18,This is the barest grocery store I've ever seen... and thats after covid panic shopping. https://t.co/irnnzMQOkn,,
1.46085E+18,#Covid_19 can literally ruin the rest of your life even you didnÉ??t die in hospitalÉ?? ???Ò https://t.co/o3rvteZa4E,,
1.46085E+18,Health minister promises announcement soon on COVID-19 border measure changes https://t.co/HMVMoiBSDs via @cp24,,
1.46084E+18,Compare Ivermectin and itÉ??s 50 year history with Covid 1 year numbers. For Health Officials to discredit Ivermectin is just blatantly misleading and causing physical harm on purpose,,
1.46084E+18,@WR_Record Good. She doesnÉ??t deserve to act as a nurse if she doesnÉ??t understand what it takes to protect our health. #Covid_19 #health #nurse,,
1.46083E+18,Maybe.. should have required double-vaccination proof to go grocery shopping.  Would have had a few more panic/hoarding shopper arms poked today in BC.  #bcstorm #covidvaccine #skyisfalling,,
1.46083E+18,This is moving non profit public services to for profit private service delivery:  https://t.co/WKNkvaO4nc,,
1.46083E+18,Active year for that Covid Poison https://t.co/2NArC6GCPT,,
1.46083E+18,IÉ??m more scared now that IÉ??ve been coerced into getting the???????? than I ever was of covid. #NoVaccineMandates,,
1.46083E+18,"???????? Feeling inspired by #IPVC2021 satellite symposium on the importance of good communication for HPV testing &amp; vaccination. A great session by @GregoryZimet @DrKatharineHead Dr Laura Marlow, Dr Lucy Jessop &amp; @RachaelHDodd",,
1.46083E+18,Re: Shoppers drug mart and other pharmacies doling out covid tests  Online shopping is your best bet during a pandemic.,,
1.46083E+18,yes its fine natural immunity always wins im not vaxed my whole family is i got covid i recoverd its not as bad as they say on tv unless your suffering with obesity alreadyÉ??best of luck https://t.co/Gn4TA0vk36,,
1.46082E+18,"Czech Republic, Hungary and IcelandÉ??up to Level 4, the highest Covid-19 risk levels currently.",,
1.46082E+18,"#Amherst  God's will that the evangelicals' gathering led to COVID deaths? God gave us free will to make choices. Minister made bad choices:"" I'm going to do something risky; God, prove you love me and don't let me die.""These clergy dared God to let people get sick.",,
1.46082E+18,"Travel woes. @AirCanada disappeared my flights home, then offered a standby ticket to YYC + a next day ticket to YXE, all changes they couldnÉ??t be bothered to tell me about. At customs I was selected for a random COVID test too! Overnight in YYC til IÉ??m off home in the AM. #fwp https://t.co/ufQpDTudKe",,
1.46082E+18,"Did anyone else buy a ton of plants during COVID lockdown season? Or is it just me?  Anyways, check out this beauty. https://t.co/1fT9oO0Lec",,
1.46082E+18,"@HousingNowTO @cathyacrowe @spaikin @cityoftoronto @garimatk @JoshMatlow @TheAgenda @tvo @maytree_canada @TOR_C_H @R2HTO @HousingToronto @CHFTCHFT @Hulchanski The money is there. The trick as always is getting the gov to spend it to save lives &amp; resolve an emergency. É??the FAO said that, as of Sept. 30 of last year, Ontario was still sitting on $12-billion in pandemic money,É?ù https://t.co/7hXIgaQfFM",,
1.46081E+18,"We got asymptomatic testing back in Amherst. Thank you @nshealth We still need covid vaccine available earlier than mid-Dec and need testing available in Pugwash, one of our outbreak areas. #covid #testing #vaccination #RuralNS",,
1.46081E+18,"@paulrtrotman @KatieM12121 I donÉ??t know anyone who has had COVID, but I know someone that went blind after his second jab",,
1.46081E+18,@carebearica Sigh.  And we have among the highest vaccination in the province too.  The cases never got this high when it was really bad last year,,
1.46081E+18,Sigh. This church is NOT being persecuted. They are not being killed for their beliefs. Women and girls raped or executed for going to school. They are reaping the consequences of the seeds they have cultivated. https://t.co/JS0FR6LOjO,,
1.4608E+18,@alexisfromvegas Girllll IÉ??m jelly lol in Canada we need a neg covid test before we can fly anywhere good lol,,
1.4608E+18,@canuckbird @FourWinns298 You should be able to book here: https://t.co/YQSJMCl0om by clicking on the clinic you want to attend.,,
1.4608E+18,"@Taylor_Bowes IÉ??m just sick of people more concerned about COVID than helping stranded families get home. You came across that way, sorry if I offended you.",,
1.4608E+18,https://t.co/S8F3WRoVMZ  This is surely God's master plan to eradicate stupidity.  @MerlinofCanada @VoiceOfFranky @RetiredCdnRJB @intouchwit @LorneNystrom,,
1.4608E+18,@PersianChickk @kristenschaaled I agree. But I was under the impression that NY was above average with their high vaccination rates and vaccine card entry for so many activities. We still have some big gaps here in Toronto but we're doing better than some of our cities out west.,,
1.4608E+18,Another 4 game week for the Habs WTF is it with this schedule ? Just cant catch a break ...maybe we need to look to Covid for a break ???™,,
1.4608E+18,A lot of Covid cases are starting to hit too close to home. This bitch ainÉ??t over yet. ????,,
1.4608E+18,@JohnTory I give you credit when credit is due. Good job handling the vaccination process. ???è??èØ,,
1.4608E+18,"Covid test negative. I guess I canÉ??t justify laying in bed, listening to Taylor Swift and feeling sorry for myself anymore.  Narrator: Megan was just describing her favourite activity and will do it again. Probably this week. https://t.co/NJauQuWV0R",,
1.46079E+18,Being a part of a community means we do things to help each É??.  Today I received my third COvID vaccine #ScienceSavesLives #ProudlyVaccinated,,
1.46079E+18,@LBB_Research @Humble_Analysis If 100% of adults are vaccinated in Gibraltar it's shocking that 100% of new covid cases aren't among the vaccinated.,,
1.46079E+18,Feel like IÉ??m already forgetting covid lessons. Value your time and how you spend it????,,
1.46079E+18,"@chrischuckry @Clive99923460 A completely ineffectual leader. Why did I expect more post Pallister.  She must be so busy with the ""budget"" that she has no time to address the spread of COVID from her base supporters. Dah. This is not a political issue; it's a human health  issue. Step up and save lives.",,
1.46079E+18,@ty_pharmer @keriscaggs @Alec_Zeck Covid shot is not optimal for many things including jobs and insurance. Im in Canada. You have to have the shot just to sit in a restaurant. IÉ??m Austria you have to have the shot just to GO OITSIDE how is this a CHOICE,,
1.46079E+18,"It was great to meet Barry Rempel - President &amp; CEO, Winnipeg Airport Authority Inc. and listen to an update post covid, at a luncheon organized by Assiniboia Chamber of Commerce. https://t.co/gVCGdtkRco",,
1.46079E+18,"@AmyJadexoxo666 people are so eager for COVID to be over, and maybe iÉ??m pessimistic, but i think this is just the way life is now. and iÉ??m absolutely blaming the anti-vaxx crowd.",,
1.46079E+18,Isn't dark matter just  decayed ions It is not part of our #TRUEDNA unless  perhaps the covid shot  duplicated a negative DNA portion  Perhaps tjis persons DNA  in which a was not a  #TRUERESULT   or a wound that is now  damaging  #TRUECELLULAR repeats   https://t.co/lm9y0EGES6,,
1.46079E+18,"This makes sense. We canÉ??t run expensive government testing sites at hospitals and other places forever. COVID is not going away, we have to learn to live with it. Make it easy to get tested É?? https://t.co/zF6u5cvyxO",,
1.46079E+18,The questions are: why does @fordnation feel the need to play soft with those who refuse vaccination and why is @drug_shoppers colluding with him? Dr @DFisman do you have an answer? https://t.co/8karYQDYej,,
1.46078E+18,@TheRegularGirlT Ty xox I am doing better. Thankful to have good doctors.  Covid didn't even hit me hard at all so this was shocking. I don't think we even know all the long term effects yet :(,,
1.46078E+18,"@TheRegularGirlT That poor girl.   Since I have covid my anemia has been out of control and I've had to get blood transfusions. It is no joke, people get vaccinated.",,
1.46078E+18,"Nothing will come out of the Biden / XI summit meeting, other than XI slipping Biden another brown envelope to keep the origins of the Covid 19 bio warfare under raps. The China US Democrat Socialist Pact.",,
1.46078E+18,Nothing will come of the Biden and XI meeting. Other than XI sliding Biden another brown envelope if he keeps bowing down to his Royal Chinese Covid 19 Empire buddy!,,
1.46078E+18,When you believe in public health measures you step up and volunteer at the vaccination clinics! #COVID19Vaccine #GetVaccinatedNow #MaskUp https://t.co/cIqZy8HsY8,,
1.46078E+18,The COVID crisis demanded consensus but he had already destroyed the centre. Lurching either further rightward or back to the centre just alienated both right and left. So the NDP can come back against a divided right and a discredited Premier,,
1.46078E+18,An excellent idea. Why not? COVID-19 has blown up pre-conceptions about work and offices. Time for truly innovative approaches. #RepresentationMatters https://t.co/ozTFVAJ7F5,,
1.46078E+18,@DailyHiveVan Yes they told use are dogs ??ê? can get COVID and then give it to use,,
1.46077E+18,"I think IÉ??m pretty reasonable about COVID precautions.  But this is insane. IÉ??ve had three COVID vaccine doses, have taken two tests. And still may get told to quarantine when I arrive at my destination.",,
1.46077E+18,"Land, show passport. Show ArriveCAN receipt. Show negative COVID test result. Explain why I still want to enter Canada. THENÉ??congratulations, youÉ??ve been É??randomly selectedÉ?ù to take a mandatory COVID test!",,
1.46077E+18,@kaitlynfudge Looks like itÉ??s been through this year of Covid like the rest of us!É??,,
1.46077E+18,@tammyrobert @hawkbox The MPs will be loyal until their seats are contested by the people that believe climate change and covid are fake. Which for some rural MPS should make it entertaining as hell.,,
1.46077E+18,"Then, you need to download the ArriveCAN app. Set up an account. Upload your vaccine and Covid test docs. And set up a quarantine plan for in case something goes wrong. Get a QR code. And show that at the airport.",,
1.46077E+18,"Second, regardless of vaccination you need a negative COVID test. But not any. It canÉ??t be an antigen test. Only PCR or NAAT. Taken within 72 hours of leaving the USA. Mine was $165.",,
1.46077E+18,@MBGov The flu cases dropped 99.998% thanks to covid so why bother with the flu shot?  Maybe you shouldnÉ??t have thrown everything under covid ???è,,
1.46077E+18,Our team spent the late afternoon and early evening door-knocking in the Cedarvale neighborhood.  Residents of #TOStPauls are very clearÉ??theyÉ??re fed up with Doug Ford and his government.  They were also excited to discuss our @OntLiberal plan for #COVID19: https://t.co/fGlUoUpn6I https://t.co/ZElUJ6118Q,,
1.46077E+18,@CTVAtlantic @HeidiPCTV did God mean for you to kill three people due to covid from the gathering you had?,,
1.46077E+18,"@davidfrum Hey, did you hear about Gibraltar, where 99% of the people are vaccinated, and the Covid case numbers are skyrocketing? Good times. What a great vaccine!",,
1.46077E+18,"@spriggs954 @Telegraph Covid isolated my mom from her church, her family, her quilting circle, and the general public juuuuuust as soon as we saw the signs. You know what accelerates Alzheimer's? Complete social isolation. All she had for 20 months was my dad and illegal visits from me. Stunning spiral",,
1.46077E+18,"Kudos to the teams at @OntarioEMRs and @OntarioHealthOH for having completed the delivery of historical COVID-19 vaccination reports via Health Report Manager to the EMRs of ~10k clinicians. 10,000+ clinicians received more than 9M reports over 44 nights. https://t.co/CRmjx3Ofln",,
1.46076E+18,"Okay so we legitimately need TP, just like when COVID hit in march 2020.   DonÉ??t judge me at the store; IÉ??m NOT panic buying! https://t.co/y8zy9R5YmU",,
1.46076E+18,"@TylerRuinsTV I used to have panic attacks several times a week. It was exhausting, both short and long term. I havenÉ??t had one in a very long time though, probably since before COVID. If you wanna talk or ask questions or something, feel free to DM me.",,
1.46076E+18,"@IslanderFansNYI Hey TJ, Grumpy must be happy tonight, Bailey is out for so called covid protical... Yeah right. ???ç",,
1.46076E+18,@lynesworld I read that the Baptist church is supportive of following covid protocols.  I figured this is a fringe group with man-made rules controlling the group. He doesn't belong here.,,
1.46076E+18,"Fighting Stigma: Irish tighten pandemic rules as infections surge É?? Politico EU: Ireland would already be 'in a full-scale lockdown' were it not for its high vaccination rate, Prime Minister Martin tells the nation. IRELAND-HEALTH-?ˇ... https://t.co/C9ZX7H2x8n",,
1.46076E+18,@XianJaneway and the Covid-19 conspiracy crowd is also stating to revive HIV conspiracy stuff.  people dead ass telling me that HIV is a hoax in 2021 and standing by it.  the parallels in attitudes is really something,,
1.46076E+18,@I_Am_Purva1111 My pharmacy was just out of Pfizer,,
1.46076E+18,"@XianJaneway and the idea if you are a clean living, hard working, God fearing person of good health - COVID-19 isn't something to worry about.  and dehumanizing those who have it.  If only they prayed and ate right, they wouldn't need to worry.",,
1.46076E+18,"@XianJaneway the harm LGBTQ+ people face is due to ""lifestyle choices"", that we could change if we wanted, so we deserve what we get.  While I think alot of places have done this, America has really leaned into COVID-19 as a ""lifestyle choice"" problem",,
1.46076E+18,@drlucymcbride @celinegounder @JAG_____ @MdPublicSchools @panagis21 @TaisonBell Path forward to higher COVID cases . ???? https://t.co/ip3urcWoO7,,
1.46076E+18,"Brilliant moron, now I have to run into Shoppers double masked &amp; try not to touch anything to pick up perscriptions. Uggg #votefordout #COVIDIOT #Covid_19 https://t.co/FiewjTriLn",,
1.46076E+18,"What will happen when they start to count people who have cardiac arrest 4,6, 8+ months post vaccines as vaccine injured, Currently, only events several weeks out counted when itÉ??s apparent that many young healthy people are having cardiac problems months after vaccination. https://t.co/NUTLKe0wH0",,
1.46076E+18,Now that's a #Covid_19 pandemic OR #ClimateCrisis prescription that makes sense. #CommonSense #Logic https://t.co/Tbx4fsAHD7,,
1.46076E+18,"@EricCrampton @emmawehipeihana There's been something of a baby boom during COVID in my  immediate friend circle. All vaccinated parents, no issues.",,
1.46076E+18,B.C. health officials announced 338?ˇnew cases of COVID-19 and one?ˇmore death?ˇon Tuesday...  https://t.co/c4BltyZOvK,,
1.46075E+18,"Oh nooo!! I just ate here with my family. IÉ??m not sure if we saw that sign, but they also we showed them our vaccination cards. But? I am now so confused https://t.co/aWFd8TqS2j",,
1.46075E+18,@prezhfxchamber @halifaxchamber Nope. I was stopped and pulled over at the border last week returning from 48 hrs in NB; told I couldnÉ??t leave until I filled in form online. I have breezed through the airport showing vaccination proof ~3x in last few months.,,
1.46075E+18,He spreads the word of God poorly but spreads Covid very well https://t.co/ILfxScLh04,,
1.46075E+18,@Taylor_Bowes I was talking about society in general. WeÉ??ve lost our sense of community and compassion. IÉ??m concerned about family members separated and stranded. COVID is the least of their worries and it should be the least of ours as well. You werenÉ??t projecting that with your tweet ???˙??èØÉ?çÉ??ã?è,,
1.46075E+18,"@RyanHockeyGuy @WesinID Well yeah, you can still get Covid if you're vaccinated. The vaccine doesn't make you amune to Covid.",,
1.46075E+18,"Not Gods choice that your parish help spread Covid to the community infecting many killing 3 to date, it was peoples choice, your choice your parishioners not a deity. Only fools and the uncaring keeps Covid going",,
1.46075E+18,"Please note: the BC PHO requiring proof of vaccination applies to our event, however we are working with vendors to offer curbside pickup options thru our site (https://t.co/i3XaP2iBA1) to allow those who cannot be vaccinated to participate.   #ShopLocal",,
1.46075E+18,@meesh_Bergs One night stay. Not too bad except it will be in a large room with several others. Curtain dividers IÉ??m told. Everyone in the room should have had to take a Covid test prior to surgery. ??????èØ,,
1.46075E+18,"@JeffGee31291468 Also the media needs to start calling recoveries what they are - non contagious.   We know long Covid is out there and this ""recovery"" is a phrase the government has normalized to hide the true toll its taking.",,
1.46074E+18,"Laying in bed, waiting for covid results and listening to #RedTaylorsVersion on repeat. And itÉ??s only Tuesday ????",,
1.46074E+18,@IainTRankin Agree 100% Mr Rankin that vaccination be required at all faith services. This pastor is wrong that it's part of God's plan...it's part of the pastor's plan.,,
1.46074E+18,Do you know someone stranded in BC?  This is valuable info to help them on the journey home https://t.co/ye3uvfTmcS,,
1.46074E+18,"@DrTomFrieden You mean died with Covid, just like people in the past used to die with complications from the flu, pneumonia, etc. Just because CDC changed the way you document death now because of Covid doesnÉ??t mean you have to follow it when you know itÉ??s not directly FROM Covid.",,
1.46074E+18,"Hoping to make it back to #Kamloops in the next 13 hours via the U.S./Osoyoos with the same COVID test we used to enter Canada yesterday (went to the Sunday Packers game), so still within 72-hr window.???? https://t.co/T27pUCiJ1r",,
1.46074E+18,"Coming up at 6: Stabbing at Victoria Park Collegiate, two ppl injured. We're live on scene with latest. Also, Ontario set to make it easier to get a #Covid_19 test if you have symptoms. Plus, update on $10 a day child care battle &amp; rename Dundas street after another Dundas?",,
1.46074E+18,Provincial Health Officer Dr. Bonnie Henry announced Tuesday that she expects children between the ages of five and 11 to have access to COVID-19 vaccines before the holidays next month.  https://t.co/jZIlBuyTYD,,
1.46073E+18,"Saskatchewan reported 85 new COVID-19 cases Tuesday, along with one new death.?ˇ  Meanwhile, 69?ˇpreviously reported cases have been removed, as the province says they were reported in error.?ˇ  https://t.co/bSvFV53kyc",,
1.46073E+18,@davejwiley @TorontoStar I did figure. As many as 8 walking petri dish morons who didn't mind endangering their teammates.  What happened to their covid protocols on the road? This looks bad on everybody.,,
1.46073E+18,@Mrsd04 @MikeLindup @YouTube Darn covid  ..again too far away ???¶,,
1.46073E+18,"Overnight bag packed for my surgery. Pretty nervous about the hospital stay. Covid really ups the anxiety ante on top of the surgery. I will think of happy things like good air ventilation, masks &amp; health protocols. And hope everyone is vaccinated. #mbpoli #thoughtsandprayers",,
1.46073E+18,"@veggieh8 @thereal_truther Ikr?  I've never had covid, might be cuz of mask use and vaccination, but... ???????????? Sorry had to join in on the fun. https://t.co/7lz35oMJcC",,
1.46073E+18,IÉ??m up to 3 covid shots and 1 flu shot now. THANK YOU SCIENCE,,
1.46073E+18,"@gator_gum @AlconaShell 1. Increased sales of egg sammiches at tim Hortons  2. Increased profits for shoppers by giving them free test kits to sell 3. Conveniently lost 9B of covid relief funds from the feds, but now has funds to build his cottage expressways for his buddies.",,
1.46072E+18,Health Canada receives submission to authorize Moderna's COVID-19 vaccine for kids https://t.co/s4ePqQkHeh via @cp24,,
1.46072E+18,"@thereds8 When hell freezes over or the Dems are turfed, whichever comes first.  Too many politicians and prctitionrrs have made an industry out of covid.",,
1.46072E+18,"Booster booked for Saturday morning yea ???? ""#Halton - #COVID19 #VaccinationClinics"" #GetVaccinated ???? https://t.co/aqcC3InBu2 https://t.co/dryiHVG7zc",,
1.46072E+18,URGENT: Pfizer failed to report six deaths of Covid vaccine recipients when it updated its clinical trial results in July https://t.co/DZrRLcLpmH,,
1.46072E+18,@SzSears @Billius27 @ShopprsDrugMart Symptomatic testing will mean that a large number of people who may have covid will be at Shoppers not just a few ppl unaware that they have covid or refusing quarantining.,,
1.46072E+18,"@verycentrist @DrEliDavid Completely false. The media, politicians, big pharma, talking heads, corrupt scientist and doctors all say the shot stops covid. ThatÉ??s why they want us all to have it isnÉ??t it? Stop trying to justify and protect the extreme elite corrupt monsters that are purposely killing us",,
1.46072E+18,@stoutsy1 @MartinDoyle617 @Billius27 @ShopprsDrugMart I have muscular dystrophy &amp; have limited respiratory muscles so any covid would be serious. The gvt requires numerous in person procedures to pick up my Rxs. I am double vaxxed &amp; have limited most mvt since Jan 2020. Pharmacy is one of the few places I have to go yet IÉ??m nuts?,,
1.46072E+18,Covid Rapid Testing!!! @ IDA Crystalridge Pharmacy - Okotoks https://t.co/5X4ItOHUac,,
1.46072E+18,I hope the @ONThealth ministry will publish a list of pharmacies providing Covid tests for symptomatic people so I know which ones not to shop at. @aerosols @lingering,,
1.46072E+18,@ZevShalev Those fake tariffs disturbed them WTO alliances. Russian steel &amp; aluminum entered the U.S. market. The US agriculture market lost $12b in revenue each year xÉ??s 3. Trading partners ceased cooperation. COVID -19 created holes. The US is vulnerable.,,
1.46072E+18,@gymlifeanimal I'd love to do a cruise but Covid. So beach house.,,
1.46071E+18,People are walking out of the COVID testing centre and removing their masks before they get outside. AND THIS IS WHY WE ARE NEVER GETTING OUT OF THIS MESS.,,
1.46071E+18,"@DFisman @ShopprsDrugMart Yep,  I will not shop at the COVID store!",,
1.46071E+18,**NEWS RELEASE** New Brunswick 11/16/21 || 43 recoveries / 34 new cases / federal proof of vaccination document available for travellers / HorizonÉ??s COVID-19 Assessment Centre in Moncton moving to new location + More...  https://t.co/E7ugGCgaZL,,
1.46071E+18,@CTVBarrieNews Maybe it coincides with the increase in the covid shots and those people are now super spreaders yet think they are now immune despite the fact that the covid gene therapy provide zero immunity and intact is proving to cause an increase in heart issues and auto immune issues,,
1.46071E+18,Yes! On November 25 at 6pm Eastern we will be hosting our next @getgutsycanada COVID-19 and IBD webinar focused on the vaccine in children with IBD. Register here: https://t.co/FW6KQCSEFc https://t.co/Y9fvRqbqVs,,
1.46071E+18,"@danmac800 @bryanadams @acdc @theheadstones No, CaesarÉ??s before covid shut everything down. It was sad - heÉ??s a legend but really shouldnÉ??t be touring now.",,
1.46071E+18,@guilbourque @COVID_19_Canada ???? one can never have too many #SchittsCreek gifs https://t.co/adTgDlu3nS,,
1.46071E+18,Will our COVID-19 infection rates fall now that weÉ??re geographically isolated for a few weeks? @j_mcelroy https://t.co/JzRxykxB41,,
1.46071E+18,"Flu shot É??ã?è  dTAP  É??ã?è  COVID booster É??ã?è  Ok fetus, get ready for your antibodies! https://t.co/2GqKoZamJY",,
1.46071E+18,@PremierScottMoe WeÉ??ve been leading in Covid-19 for months! I guess you finally figured out how to make us the best at something,,
1.4607E+18,"@gabesimages So, plot twist. Stumbled across a little pharmacy near Bank and Somerset (Swift). My god, the pharmacist is great. Does flu shots, Covid tests, Covid shots. The warmth this guy shows to his clients, some having some challenges, was so great to see. It's my go to place now.",,
1.4607E+18,@carolynstrom @PremierScottMoe @Sask_NDP @ryanmeili @GovCanHealth He's doing his best to keep vaccination rates as low as possible.,,
1.4607E+18,@ColinDMello He and other premiers have  zero control on that why even asked thats Federal statute..and yes it gas to continue Covid is not leaving,,
1.4607E+18,@DrVivianS Up until last week I was going into @ShopprsDrugMart at Conestoga Mall for my bi-weekly covid test because some homes still request a negative test but I stopped that and from what I heard today about how reckless @fordnation is I won't be going back at all.  #VoteFordOut2022,,
1.4607E+18,"infectious. A list of schools with exposures is available online: https://t.co/IaOu3QkVFn  As of today, Nova Scotia has 253 active cases of COVID-19. Of those, 16 people are in hospital, including 7 in ICU.  On November 15, NSHAÉ??s labs completed 2,893 tests.",,
1.4607E+18,two additional staff members at East Cumberland Lodge have tested positive for COVID-19. A total of 29 residents and 10 staff members at the home have now tested positive. Public and occupational health are working with the facility to prevent further spread. Increased ...,,
1.46069E+18,"Today, November 16, Nova Scotia is reporting 31 new cases of COVID-19 and 41 recoveries.  There are 19 cases in Central Zone, nine cases in Northern Zone, two cases in Eastern Zone and one case in Western Zone.  There is community spread in Northern and Western zones, ... https://t.co/bLODvVb82S",,
1.46069E+18,"Nova Scotia detected 31 new COVID-19 cases/253 active cases/16 in hospital, 7 of whom are in ICU... https://t.co/lFWcGoNgGX",,
1.46069E+18,Derek hough test positive for Covid,,
1.46069E+18,"Are the antivaxxers not going to take that either because it's experimental?  ""Pfizer announced that it is seeking emergency use authorization from the US Food and Drug Administration for its experimental antiviral Covid-19 pill, known as Paxlovid.""  https://t.co/rpHdxKKQmt",,
1.46069E+18,#bcpoli Fraser Health has declared a COVID-19 outbreak at Ridge Meadows Hospital after evidence of transmission in a medicine unit. ?ˇ Six patients have tested positive for COVID-19 as part of this outbreak. The outbreak is limited to one unit. - FH.,,
1.46069E+18,Pfizer seeks FDA emergency use authorization for its experimental Covid-19 antiviral pill...  https://t.co/wHgR5iHrgK,,
1.46069E+18,@DasherDancer3 @Mashbrrr @globalnews The math is why it is banned in most countries. The data shows that is a bigger health risk to those under 30 than actual covid. ??????èØÉ?çÉ??ã?è,,
1.46068E+18,@mini_bubbly CanÉ??t wait for the second! In January! And I hope my 3rd Covid in DecemberÉ??Alberta going by ages.,,
1.46068E+18,"The last 2 years has been tough with Covid and no gym membership. As I get a bit older my metabolism has also slowed and body fat has crept up past 15%. Just like anything, itÉ??s all around consistency and hard work. No substitutes to that ??????èØ https://t.co/EzMO5B9pQP",,
